step,x,y,z,mass
831,-1848.93,1854.9,407.598,3e+12
832,50.1287,81.6985,2.1276,1e+12
832,2827.58,-2735.81,-663.915,2e+12
832,-1851.76,1857.64,408.234,3e+12
833,50.2078,81.8272,2.17673,1e+12
833,2831.79,-2739.99,-664.894,2e+12
833,-1854.6,1860.38,408.87,3e+12
834,50.2868,81.956,2.22587,1e+12
834,2836.01,-2744.16,-665.872,2e+12
834,-1857.43,1863.12,409.506,3e+12
835,50.3659,82.0848,2.275,1e+12
835,2840.22,-2748.34,-666.851,2e+12
835,-1860.27,1865.86,410.142,3e+12
836,50.445,82.2136,2.32413,1e+12
836,2844.43,-2752.51,-667.83,2e+12
836,-1863.1,1868.61,410.778,3e+12
837,50.524,82.3424,2.37326,1e+12
837,2848.65,-2756.69,-668.808,2e+12
837,-1865.94,1871.35,411.414,3e+12
838,50.6031,82.4712,2.4224,1e+12
838,2852.86,-2760.87,-669.787,2e+12
838,-1868.77,1874.09,412.05,3e+12
839,50.6821,82.6,2.47153,1e+12
839,2857.07,-2765.04,-670.765,2e+12
839,-1871.61,1876.83,412.686,3e+12
840,50.7612,82.7288,2.52066,1e+12
840,2861.28,-2769.22,-671.744,2e+12
840,-1874.44,1879.57,413.322,3e+12
841,50.8403,82.8575,2.5698,1e+12
841,2865.5,-2773.4,-672.723,2e+12
841,-1877.28,1882.31,413.959,3e+12
842,50.9193,82.9863,2.61893,1e+12
842,2869.71,-2777.57,-673.701,2e+12
842,-1880.11,1885.05,414.595,3e+12
843,50.9984,83.1151,2.66806,1e+12
843,2873.92,-2781.75,-674.68,2e+12
843,-1882.95,1887.8,415.231,3e+12
844,51.0774,83.2439,2.71719,1e+12
844,2878.13,-2785.93,-675.659,2e+12
844,-1885.78,1890.54,415.867,3e+12
845,51.1565,83.3727,2.76633,1e+12
845,2882.35,-2790.1,-676.637,2e+12
845,-1888.62,1893.28,416.503,3e+12
846,51.2355,83.5015,2.81546,1e+12
846,2886.56,-2794.28,-677.616,2e+12
846,-1891.45,1896.02,417.139,3e+12
847,51.3146,83.6303,2.86459,1e+12
847,2890.77,-2798.46,-678.594,2e+12
847,-1894.29,1898.76,417.775,3e+12
848,51.3937,83.7591,2.91373,1e+12
848,2894.98,-2802.63,-679.573,2e+12
848,-1897.12,1901.5,418.411,3e+12
849,51.4727,83.8878,2.96286,1e+12
849,2899.2,-2806.81,-680.552,2e+12
849,-1899.96,1904.24,419.047,3e+12
850,51.5518,84.0166,3.01199,1e+12
850,2903.41,-2810.99,-681.53,2e+12
850,-1902.79,1906.98,419.683,3e+12
851,51.6308,84.1454,3.06113,1e+12
851,2907.62,-2815.16,-682.509,2e+12
851,-1905.62,1909.73,420.319,3e+12
852,51.7099,84.2742,3.11026,1e+12
852,2911.83,-2819.34,-683.488,2e+12
852,-1908.46,1912.47,420.955,3e+12
853,51.7889,84.403,3.15939,1e+12
853,2916.05,-2823.51,-684.466,2e+12
853,-1911.29,1915.21,421.591,3e+12
854,51.868,84.5318,3.20853,1e+12
854,2920.26,-2827.69,-685.445,2e+12
854,-1914.13,1917.95,422.227,3e+12
855,51.947,84.6606,3.25766,1e+12
855,2924.47,-2831.87,-686.423,2e+12
855,-1916.96,1920.69,422.863,3e+12
856,52.0261,84.7894,3.30679,1e+12
856,2928.69,-2836.04,-687.402,2e+12
856,-1919.8,1923.43,423.499,3e+12
857,52.1052,84.9182,3.35593,1e+12
857,2932.9,-2840.22,-688.381,2e+12
857,-1922.63,1926.17,424.135,3e+12
858,52.1842,85.0469,3.40506,1e+12
858,2937.11,-2844.4,-689.359,2e+12
858,-1925.47,1928.92,424.771,3e+12
859,52.2633,85.1757,3.45419,1e+12
859,2941.32,-2848.57,-690.338,2e+12
859,-1928.3,1931.66,425.407,3e+12
860,52.3423,85.3045,3.50333,1e+12
860,2945.54,-2852.75,-691.317,2e+12
860,-1931.14,1934.4,426.043,3e+12
861,52.4214,85.4333,3.55246,1e+12
861,2949.75,-2856.93,-692.295,2e+12
861,-1933.97,1937.14,426.679,3e+12
862,52.5004,85.5621,3.60159,1e+12
862,2953.96,-2861.1,-693.274,2e+12
862,-1936.81,1939.88,427.315,3e+12
863,52.5795,85.6909,3.65073,1e+12
863,2958.17,-2865.28,-694.252,2e+12
863,-1939.64,1942.62,427.951,3e+12
864,52.6585,85.8197,3.69986,1e+12
864,2962.39,-2869.46,-695.231,2e+12
864,-1942.48,1945.36,428.587,3e+12
865,52.7376,85.9485,3.74899,1e+12
865,2966.6,-2873.63,-696.21,2e+12
865,-1945.31,1948.11,429.223,3e+12
866,52.8166,86.0773,3.79813,1e+12
866,2970.81,-2877.81,-697.188,2e+12
866,-1948.15,1950.85,429.86,3e+12
867,52.8957,86.206,3.84726,1e+12
867,2975.02,-2881.99,-698.167,2e+12
867,-1950.98,1953.59,430.496,3e+12
868,52.9748,86.3348,3.89639,1e+12
868,2979.24,-2886.16,-699.146,2e+12
868,-1953.82,1956.33,431.132,3e+12
869,53.0538,86.4636,3.94553,1e+12
869,2983.45,-2890.34,-700.124,2e+12
869,-1956.65,1959.07,431.768,3e+12
870,53.1329,86.5924,3.99466,1e+12
870,2987.66,-2894.51,-701.103,2e+12
870,-1959.49,1961.81,432.404,3e+12
871,53.2119,86.7212,4.04379,1e+12
871,2991.87,-2898.69,-702.081,2e+12
871,-1962.32,1964.55,433.04,3e+12
872,53.291,86.85,4.09293,1e+12
872,2996.09,-2902.87,-703.06,2e+12
872,-1965.16,1967.3,433.676,3e+12
873,53.37,86.9788,4.14206,1e+12
873,3000.3,-2907.04,-704.039,2e+12
873,-1967.99,1970.04,434.312,3e+12
874,53.4491,87.1076,4.1912,1e+12
874,3004.51,-2911.22,-705.017,2e+12
874,-1970.82,1972.78,434.948,3e+12
875,53.5281,87.2364,4.24033,1e+12
875,3008.72,-2915.4,-705.996,2e+12
875,-1973.66,1975.52,435.584,3e+12
876,53.6072,87.3652,4.28946,1e+12
876,3012.94,-2919.57,-706.975,2e+12
876,-1976.49,1978.26,436.22,3e+12
877,53.6862,87.494,4.3386,1e+12
877,3017.15,-2923.75,-707.953,2e+12
877,-1979.33,1981,436.856,3e+12
878,53.7653,87.6228,4.38773,1e+12
878,3021.36,-2927.93,-708.932,2e+12
878,-1982.16,1983.74,437.492,3e+12
879,53.8443,87.7515,4.43686,1e+12
879,3025.58,-2932.1,-709.91,2e+12
879,-1985,1986.48,438.128,3e+12
880,53.9234,87.8803,4.486,1e+12
880,3029.79,-2936.28,-710.889,2e+12
880,-1987.83,1989.23,438.764,3e+12
881,54.0024,88.0091,4.53513,1e+12
881,3034,-2940.46,-711.868,2e+12
881,-1990.67,1991.97,439.4,3e+12
882,54.0815,88.1379,4.58427,1e+12
882,3038.21,-2944.63,-712.846,2e+12
882,-1993.5,1994.71,440.036,3e+12
883,54.1605,88.2667,4.6334,1e+12
883,3042.43,-2948.81,-713.825,2e+12
883,-1996.34,1997.45,440.672,3e+12
884,54.2396,88.3955,4.68253,1e+12
884,3046.64,-2952.99,-714.804,2e+12
884,-1999.17,2000.19,441.308,3e+12
885,54.3186,88.5243,4.73167,1e+12
885,3050.85,-2957.16,-715.782,2e+12
885,-2002.01,2002.93,441.944,3e+12
886,54.3977,88.6531,4.7808,1e+12
886,3055.06,-2961.34,-716.761,2e+12
886,-2004.84,2005.67,442.58,3e+12
887,54.4767,88.7819,4.82994,1e+12
887,3059.28,-2965.51,-717.739,2e+12
887,-2007.68,2008.42,443.216,3e+12
888,54.5558,88.9107,4.87907,1e+12
888,3063.49,-2969.69,-718.718,2e+12
888,-2010.51,2011.16,443.852,3e+12
889,54.6348,89.0395,4.92821,1e+12
889,3067.7,-2973.87,-719.697,2e+12
889,-2013.35,2013.9,444.488,3e+12
890,54.7139,89.1683,4.97734,1e+12
890,3071.91,-2978.04,-720.675,2e+12
890,-2016.18,2016.64,445.124,3e+12
891,54.7929,89.2971,5.02647,1e+12
891,3076.13,-2982.22,-721.654,2e+12
891,-2019.02,2019.38,445.761,3e+12
892,54.872,89.4258,5.07561,1e+12
892,3080.34,-2986.4,-722.633,2e+12
892,-2021.85,2022.12,446.397,3e+12
893,54.9511,89.5546,5.12474,1e+12
893,3084.55,-2990.57,-723.611,2e+12
893,-2024.69,2024.86,447.033,3e+12
894,55.0301,89.6834,5.17388,1e+12
894,3088.76,-2994.75,-724.59,2e+12
894,-2027.52,2027.61,447.669,3e+12
895,55.1092,89.8122,5.22301,1e+12
895,3092.98,-2998.93,-725.569,2e+12
895,-2030.35,2030.35,448.305,3e+12
896,55.1882,89.941,5.27215,1e+12
896,3097.19,-3003.1,-726.547,2e+12
896,-2033.19,2033.09,448.941,3e+12
897,55.2673,90.0698,5.32128,1e+12
897,3101.4,-3007.28,-727.526,2e+12
897,-2036.02,2035.83,449.577,3e+12
898,55.3463,90.1986,5.37041,1e+12
898,3105.62,-3011.46,-728.504,2e+12
898,-2038.86,2038.57,450.213,3e+12
899,55.4254,90.3274,5.41955,1e+12
899,3109.83,-3015.63,-729.483,2e+12
899,-2041.69,2041.31,450.849,3e+12
900,55.5044,90.4562,5.46868,1e+12
900,3114.04,-3019.81,-730.462,2e+12
900,-2044.53,2044.05,451.485,3e+12
901,55.5834,90.585,5.51782,1e+12
901,3118.25,-3023.99,-731.44,2e+12
901,-2047.36,2046.8,452.121,3e+12
902,55.6625,90.7138,5.56695,1e+12
902,3122.47,-3028.16,-732.419,2e+12
902,-2050.2,2049.54,452.757,3e+12
903,55.7415,90.8426,5.61609,1e+12
903,3126.68,-3032.34,-733.398,2e+12
903,-2053.03,2052.28,453.393,3e+12
904,55.8206,90.9714,5.66522,1e+12
904,3130.89,-3036.51,-734.376,2e+12
904,-2055.87,2055.02,454.029,3e+12
905,55.8996,91.1002,5.71436,1e+12
905,3135.1,-3040.69,-735.355,2e+12
905,-2058.7,2057.76,454.665,3e+12
906,55.9787,91.229,5.76349,1e+12
906,3139.32,-3044.87,-736.333,2e+12
906,-2061.54,2060.5,455.301,3e+12
907,56.0577,91.3578,5.81262,1e+12
907,3143.53,-3049.04,-737.312,2e+12
907,-2064.37,2063.24,455.937,3e+12
908,56.1368,91.4866,5.86176,1e+12
908,3147.74,-3053.22,-738.291,2e+12
908,-2067.21,2065.98,456.573,3e+12
909,56.2158,91.6154,5.91089,1e+12
909,3151.95,-3057.4,-739.269,2e+12
909,-2070.04,2068.73,457.209,3e+12
910,56.2949,91.7441,5.96003,1e+12
910,3156.17,-3061.57,-740.248,2e+12
910,-2072.88,2071.47,457.845,3e+12
911,56.3739,91.8729,6.00916,1e+12
911,3160.38,-3065.75,-741.227,2e+12
911,-2075.71,2074.21,458.481,3e+12
912,56.453,92.0017,6.0583,1e+12
912,3164.59,-3069.93,-742.205,2e+12
912,-2078.55,2076.95,459.117,3e+12
913,56.532,92.1305,6.10743,1e+12
913,3168.8,-3074.1,-743.184,2e+12
913,-2081.38,2079.69,459.753,3e+12
914,56.6111,92.2593,6.15657,1e+12
914,3173.02,-3078.28,-744.162,2e+12
914,-2084.22,2082.43,460.389,3e+12
915,56.6901,92.3881,6.2057,1e+12
915,3177.23,-3082.46,-745.141,2e+12
915,-2087.05,2085.17,461.025,3e+12
916,56.7692,92.5169,6.25484,1e+12
916,3181.44,-3086.63,-746.12,2e+12
916,-2089.88,2087.92,461.661,3e+12
917,56.8482,92.6457,6.30397,1e+12
917,3185.65,-3090.81,-747.098,2e+12
917,-2092.72,2090.66,462.298,3e+12
918,56.9273,92.7745,6.35311,1e+12
918,3189.87,-3094.98,-748.077,2e+12
918,-2095.55,2093.4,462.934,3e+12
919,57.0063,92.9033,6.40224,1e+12
919,3194.08,-3099.16,-749.056,2e+12
919,-2098.39,2096.14,463.57,3e+12
920,57.0854,93.0321,6.45138,1e+12
920,3198.29,-3103.34,-750.034,2e+12
920,-2101.22,2098.88,464.206,3e+12
921,57.1644,93.1609,6.50051,1e+12
921,3202.51,-3107.51,-751.013,2e+12
921,-2104.06,2101.62,464.842,3e+12
922,57.2435,93.2897,6.54965,1e+12
922,3206.72,-3111.69,-751.991,2e+12
922,-2106.89,2104.36,465.478,3e+12
923,57.3225,93.4185,6.59878,1e+12
923,3210.93,-3115.87,-752.97,2e+12
923,-2109.73,2107.11,466.114,3e+12
924,57.4016,93.5473,6.64792,1e+12
924,3215.14,-3120.04,-753.949,2e+12
924,-2112.56,2109.85,466.75,3e+12
925,57.4806,93.6761,6.69705,1e+12
925,3219.36,-3124.22,-754.927,2e+12
925,-2115.4,2112.59,467.386,3e+12
926,57.5596,93.8049,6.74619,1e+12
926,3223.57,-3128.4,-755.906,2e+12
926,-2118.23,2115.33,468.022,3e+12
927,57.6387,93.9337,6.79532,1e+12
927,3227.78,-3132.57,-756.885,2e+12
927,-2121.07,2118.07,468.658,3e+12
928,57.7177,94.0625,6.84446,1e+12
928,3231.99,-3136.75,-757.863,2e+12
928,-2123.9,2120.81,469.294,3e+12
929,57.7968,94.1913,6.89359,1e+12
929,3236.21,-3140.93,-758.842,2e+12
929,-2126.74,2123.55,469.93,3e+12
930,57.8758,94.3201,6.94273,1e+12
930,3240.42,-3145.1,-759.82,2e+12
930,-2129.57,2126.29,470.566,3e+12
931,57.9549,94.4489,6.99186,1e+12
931,3244.63,-3149.28,-760.799,2e+12
931,-2132.41,2129.04,471.202,3e+12
932,58.0339,94.5777,7.041,1e+12
932,3248.84,-3153.46,-761.778,2e+12
932,-2135.24,2131.78,471.838,3e+12
933,58.113,94.7065,7.09013,1e+12
933,3253.06,-3157.63,-762.756,2e+12
933,-2138.08,2134.52,472.474,3e+12
934,58.192,94.8353,7.13927,1e+12
934,3257.27,-3161.81,-763.735,2e+12
934,-2140.91,2137.26,473.11,3e+12
935,58.2711,94.9641,7.1884,1e+12
935,3261.48,-3165.98,-764.714,2e+12
935,-2143.74,2140,473.746,3e+12
936,58.3501,95.0929,7.23754,1e+12
936,3265.69,-3170.16,-765.692,2e+12
936,-2146.58,2142.74,474.382,3e+12
937,58.4291,95.2217,7.28667,1e+12
937,3269.91,-3174.34,-766.671,2e+12
937,-2149.41,2145.48,475.018,3e+12
938,58.5082,95.3505,7.33581,1e+12
938,3274.12,-3178.51,-767.649,2e+12
938,-2152.25,2148.23,475.654,3e+12
939,58.5872,95.4793,7.38495,1e+12
939,3278.33,-3182.69,-768.628,2e+12
939,-2155.08,2150.97,476.29,3e+12
940,58.6663,95.6081,7.43408,1e+12
940,3282.55,-3186.87,-769.607,2e+12
940,-2157.92,2153.71,476.926,3e+12
941,58.7453,95.7369,7.48322,1e+12
941,3286.76,-3191.04,-770.585,2e+12
941,-2160.75,2156.45,477.562,3e+12
942,58.8244,95.8657,7.53235,1e+12
942,3290.97,-3195.22,-771.564,2e+12
942,-2163.59,2159.19,478.198,3e+12
943,58.9034,95.9945,7.58149,1e+12
943,3295.18,-3199.4,-772.543,2e+12
943,-2166.42,2161.93,478.835,3e+12
944,58.9825,96.1233,7.63062,1e+12
944,3299.4,-3203.57,-773.521,2e+12
944,-2169.26,2164.67,479.471,3e+12
945,59.0615,96.2521,7.67976,1e+12
945,3303.61,-3207.75,-774.5,2e+12
945,-2172.09,2167.42,480.107,3e+12
946,59.1405,96.3809,7.72889,1e+12
946,3307.82,-3211.93,-775.478,2e+12
946,-2174.93,2170.16,480.743,3e+12
947,59.2196,96.5097,7.77803,1e+12
947,3312.03,-3216.1,-776.457,2e+12
947,-2177.76,2172.9,481.379,3e+12
948,59.2986,96.6384,7.82716,1e+12
948,3316.25,-3220.28,-777.436,2e+12
948,-2180.6,2175.64,482.015,3e+12
949,59.3777,96.7672,7.8763,1e+12
949,3320.46,-3224.46,-778.414,2e+12
949,-2183.43,2178.38,482.651,3e+12
950,59.4567,96.896,7.92544,1e+12
950,3324.67,-3228.63,-779.393,2e+12
950,-2186.27,2181.12,483.287,3e+12
951,59.5358,97.0248,7.97457,1e+12
951,3328.88,-3232.81,-780.372,2e+12
951,-2189.1,2183.86,483.923,3e+12
952,59.6148,97.1536,8.02371,1e+12
952,3333.1,-3236.98,-781.35,2e+12
952,-2191.94,2186.61,484.559,3e+12
953,59.6939,97.2824,8.07284,1e+12
953,3337.31,-3241.16,-782.329,2e+12
953,-2194.77,2189.35,485.195,3e+12
954,59.7729,97.4112,8.12198,1e+12
954,3341.52,-3245.34,-783.307,2e+12
954,-2197.61,2192.09,485.831,3e+12
955,59.8519,97.54,8.17111,1e+12
955,3345.73,-3249.51,-784.286,2e+12
955,-2200.44,2194.83,486.467,3e+12
956,59.931,97.6688,8.22025,1e+12
956,3349.95,-3253.69,-785.265,2e+12
956,-2203.27,2197.57,487.103,3e+12
957,60.01,97.7976,8.26939,1e+12
957,3354.16,-3257.87,-786.243,2e+12
957,-2206.11,2200.31,487.739,3e+12
958,60.0891,97.9264,8.31852,1e+12
958,3358.37,-3262.04,-787.222,2e+12
958,-2208.94,2203.05,488.375,3e+12
959,60.1681,98.0552,8.36766,1e+12
959,3362.58,-3266.22,-788.201,2e+12
959,-2211.78,2205.79,489.011,3e+12
960,60.2472,98.184,8.41679,1e+12
960,3366.8,-3270.4,-789.179,2e+12
960,-2214.61,2208.54,489.647,3e+12
961,60.3262,98.3128,8.46593,1e+12
961,3371.01,-3274.57,-790.158,2e+12
961,-2217.45,2211.28,490.283,3e+12
962,60.4052,98.4417,8.51507,1e+12
962,3375.22,-3278.75,-791.136,2e+12
962,-2220.28,2214.02,490.919,3e+12
963,60.4843,98.5705,8.5642,1e+12
963,3379.44,-3282.93,-792.115,2e+12
963,-2223.12,2216.76,491.555,3e+12
964,60.5633,98.6993,8.61334,1e+12
964,3383.65,-3287.1,-793.094,2e+12
964,-2225.95,2219.5,492.191,3e+12
965,60.6424,98.8281,8.66247,1e+12
965,3387.86,-3291.28,-794.072,2e+12
965,-2228.79,2222.24,492.827,3e+12
966,60.7214,98.9569,8.71161,1e+12
966,3392.07,-3295.46,-795.051,2e+12
966,-2231.62,2224.98,493.463,3e+12
967,60.8004,99.0857,8.76075,1e+12
967,3396.29,-3299.63,-796.03,2e+12
967,-2234.46,2227.73,494.099,3e+12
968,60.8795,99.2145,8.80988,1e+12
968,3400.5,-3303.81,-797.008,2e+12
968,-2237.29,2230.47,494.735,3e+12
969,60.9585,99.3433,8.85902,1e+12
969,3404.71,-3307.98,-797.987,2e+12
969,-2240.13,2233.21,495.372,3e+12
970,61.0376,99.4721,8.90815,1e+12
970,3408.92,-3312.16,-798.965,2e+12
970,-2242.96,2235.95,496.008,3e+12
971,61.1166,99.6009,8.95729,1e+12
971,3413.14,-3316.34,-799.944,2e+12
971,-2245.8,2238.69,496.644,3e+12
972,61.1957,99.7297,9.00643,1e+12
972,3417.35,-3320.51,-800.923,2e+12
972,-2248.63,2241.43,497.28,3e+12
973,61.2747,99.8585,9.05556,1e+12
973,3421.56,-3324.69,-801.901,2e+12
973,-2251.47,2244.17,497.916,3e+12
974,61.3537,99.9873,9.1047,1e+12
974,3425.77,-3328.87,-802.88,2e+12
974,-2254.3,2246.92,498.552,3e+12
975,61.4328,100.116,9.15383,1e+12
975,3429.99,-3333.04,-803.859,2e+12
975,-2257.14,2249.66,499.188,3e+12
976,61.5118,100.245,9.20297,1e+12
976,3434.2,-3337.22,-804.837,2e+12
976,-2259.97,2252.4,499.824,3e+12
977,61.5909,100.374,9.25211,1e+12
977,3438.41,-3341.4,-805.816,2e+12
977,-2262.8,2255.14,500.46,3e+12
978,61.6699,100.502,9.30124,1e+12
978,3442.62,-3345.57,-806.794,2e+12
978,-2265.64,2257.88,501.096,3e+12
979,61.7489,100.631,9.35038,1e+12
979,3446.84,-3349.75,-807.773,2e+12
979,-2268.47,2260.62,501.732,3e+12
980,61.828,100.76,9.39951,1e+12
980,3451.05,-3353.93,-808.752,2e+12
980,-2271.31,2263.36,502.368,3e+12
981,61.907,100.889,9.44865,1e+12
981,3455.26,-3358.1,-809.73,2e+12
981,-2274.14,2266.1,503.004,3e+12
982,61.9861,101.018,9.49779,1e+12
982,3459.47,-3362.28,-810.709,2e+12
982,-2276.98,2268.85,503.64,3e+12
983,62.0651,101.146,9.54692,1e+12
983,3463.69,-3366.45,-811.688,2e+12
983,-2279.81,2271.59,504.276,3e+12
984,62.1441,101.275,9.59606,1e+12
984,3467.9,-3370.63,-812.666,2e+12
984,-2282.65,2274.33,504.912,3e+12
985,62.2232,101.404,9.6452,1e+12
985,3472.11,-3374.81,-813.645,2e+12
985,-2285.48,2277.07,505.548,3e+12
986,62.3022,101.533,9.69433,1e+12
986,3476.33,-3378.98,-814.623,2e+12
986,-2288.32,2279.81,506.184,3e+12
987,62.3813,101.662,9.74347,1e+12
987,3480.54,-3383.16,-815.602,2e+12
987,-2291.15,2282.55,506.82,3e+12
988,62.4603,101.791,9.79261,1e+12
988,3484.75,-3387.34,-816.581,2e+12
988,-2293.99,2285.29,507.456,3e+12
989,62.5393,101.919,9.84174,1e+12
989,3488.96,-3391.51,-817.559,2e+12
989,-2296.82,2288.04,508.092,3e+12
990,62.6184,102.048,9.89088,1e+12
990,3493.18,-3395.69,-818.538,2e+12
990,-2299.66,2290.78,508.728,3e+12
991,62.6974,102.177,9.94002,1e+12
991,3497.39,-3399.87,-819.517,2e+12
991,-2302.49,2293.52,509.364,3e+12
992,62.7765,102.306,9.98915,1e+12
992,3501.6,-3404.04,-820.495,2e+12
992,-2305.33,2296.26,510,3e+12
993,62.8555,102.435,10.0383,1e+12
993,3505.81,-3408.22,-821.474,2e+12
993,-2308.16,2299,510.636,3e+12
994,62.9345,102.563,10.0874,1e+12
994,3510.03,-3412.4,-822.452,2e+12
994,-2311,2301.74,511.272,3e+12
995,63.0136,102.692,10.1366,1e+12
995,3514.24,-3416.57,-823.431,2e+12
995,-2313.83,2304.48,511.909,3e+12
996,63.0926,102.821,10.1857,1e+12
996,3518.45,-3420.75,-824.41,2e+12
996,-2316.67,2307.23,512.545,3e+12
997,63.1717,102.95,10.2348,1e+12
997,3522.66,-3424.93,-825.388,2e+12
997,-2319.5,2309.97,513.181,3e+12
998,63.2507,103.079,10.284,1e+12
998,3526.88,-3429.1,-826.367,2e+12
998,-2322.33,2312.71,513.817,3e+12
999,63.3297,103.207,10.3331,1e+12
999,3531.09,-3433.28,-827.346,2e+12
999,-2325.17,2315.45,514.453,3e+12
